wdid,mass,age
SDSS J114847.13+390253.6,0.41,
SDSS J114850.15+102655.9,0.708,2.063
SDSS J114850.37+412429.0,0.776,0.75
SDSS J114850.50+325406.5,,
SDSS J114850.93+350425.2,0.526,0.2249
SDSS J114852.78+430753.1,0.4,0.0001
SDSS J114853.37+131206.4,0.558,0.02797
SDSS J114853.51+313932.6,0.933,1.294
SDSS J114853.51+481438.5,,
SDSS J114854.70+641447.7,0.37,0.2561
SDSS J114855.17+053104.0,0.505,1.146
SDSS J114857.90+640228.4,,
SDSS J114901.99+494328.2,,0.0
SDSS J114903.54+295541.5,0.548,
SDSS J114903.67+140030.7,0.282,0.09741
SDSS J114904.63+085043.2,0.214,
SDSS J114905.00+331957.1,,
SDSS J114907.17+402355.8,0.34,0.06938
SDSS J114908.63+193309.8,0.441,
SDSS J114909.26+431758.4,0.538,
SDSS J114910.94-014443.9,1.485,
SDSS J114911.63+632154.3,0.783,2.462
SDSS J114912.74+461854.1,0.33,
SDSS J114912.80+304531.2,0.616,0.3227
SDSS J114913.19+483227.0,0.184,
SDSS J114916.00+410513.2,0.59,
SDSS J114916.02+075214.6,,
SDSS J114916.71+165410.4,0.639,0.3783
SDSS J114917.23+300016.1,0.3080799605072324,0.323
SDSS J114923.33+324056.3,0.244,0.07506
SDSS J114924.07+375045.9,0.5,0.0023
SDSS J114925.19-025108.5,0.15048,
SDSS J114925.77+514302.8,,
SDSS J114928.20+285013.5,0.732,0.27
SDSS J114928.50+595846.8,0.388,0.1006
SDSS J114933.00+451043.4,0.489,0.4202
SDSS J114937.08+303954.6,0.636,
SDSS J114937.75+060951.3,,
SDSS J114938.10+015007.8,0.14525,
SDSS J114938.15+451452.0,0.115,
SDSS J114940.13+643223.0,0.334,0.3428
SDSS J114941.80+415957.4,,
SDSS J114942.92+623942.3,,
SDSS J114944.95+051947.7,0.525,1.27
SDSS J114945.95+535029.1,0.644,1.292
SDSS J114947.08+093501.7,0.639,
SDSS J114949.44+303259.2,,
SDSS J114950.89+461027.4,,
SDSS J114953.62+155246.9,0.947,
SDSS J114957.84+151645.7,0.625,
SDSS J115001.31+640440.1,0.757,0.6803
SDSS J115003.66+474747.4,1.185,0.9687
SDSS J115005.71+555717.6,,
SDSS J115009.48+061042.0,,
SDSS J115010.09+305655.3,0.634,0.2894
SDSS J115010.77-013927.3,0.024,
SDSS J115012.28+480905.9,0.56,0.0013
SDSS J115013.23+554002.3,0.361,0.7034
SDSS J115015.74+492843.7,0.694,1.68
SDSS J115016.56+400358.8,0.556,0.514
SDSS J115021.28+203812.8,0.312,
SDSS J115023.44+601835.5,0.546,0.4923
SDSS J115029.22+404548.8,,
SDSS J115029.52+453314.0,,4.0
SDSS J115036.13+464521.4,0.35,0.0001
SDSS J115036.77+081935.8,0.798,1.201
SDSS J115040.53+581249.6,0.521,0.05681
SDSS J115041.68+190121.6,0.605,
SDSS J115045.04+191854.6,0.253,
SDSS J115046.18+635240.8,0.15104,
SDSS J115049.50+460954.9,0.1566,
SDSS J115050.43+261703.6,0.648,1.23
SDSS J115051.42+411657.3,0.849,0.9095
SDSS J115053.40+062049.4,0.202,
SDSS J115057.89-021604.4,0.15203,
SDSS J115058.51+280232.1,0.722,2.209
SDSS J115059.68+163139.5,,
SDSS J115101.03+541003.4,,
SDSS J115101.66+304447.3,0.475,
SDSS J115102.85+500227.3,,
SDSS J115104.87+472025.3,0.494,0.9707
SDSS J115105.60+343449.3,0.545,
SDSS J115105.66+034434.5,0.276,0.578
SDSS J115106.70+315322.6,0.56,0.0052
SDSS J115106.87+200415.7,0.593,1.243
SDSS J115111.72+002332.6,0.787,
SDSS J115112.21+385453.9,,
SDSS J115114.92+194346.6,0.722,
SDSS J115117.41+251938.1,,
SDSS J115118.50+145329.9,0.208,
SDSS J115119.89+092141.2,0.462,
SDSS J115120.08+285716.1,,
SDSS J115120.13+472922.2,0.58,0.0085
SDSS J115122.27+192630.55,,
SDSS J115122.65+302621.0,0.361,
SDSS J115124.11+034147.2,0.249,0.06169
SDSS J115124.12-004730.6,0.15359,
SDSS J115125.83+644432.7,0.976,3.515
SDSS J115126.04+664422.5,0.967,3.97
SDSS J115126.14+052512.9,0.695,
SDSS J115129.67+402353.8,,
SDSS J115130.63+493350.2,0.856,1.237
SDSS J115131.91+125109.7,,
SDSS J115132.08+062348.5,1.056,0.165
SDSS J115132.68+101245.5,,
SDSS J115133.38+131944.3,0.403,0.7895
SDSS J115133.43-002202.8,0.1517099999999999,
SDSS J115137.29+222213.7,0.469,
SDSS J115138.37+585853.2,0.183,0.649
SDSS J115138.69+084839.4,0.14734,
SDSS J115141.25+130200.3,,
SDSS J115141.28+005658.4,0.4589999999999999,
SDSS J115141.61+072231.1,0.472,0.1916
SDSS J115141.74+140926.5,0.336,0.8484
SDSS J115143.45+192203.3,0.633,0.136
SDSS J115144.21+380404.0,,
SDSS J115145.64+375152.9,0.58,0.0037
SDSS J115147.36+411633.5,0.481,
SDSS J115149.92+452729.8,0.5089,0.767
SDSS J115154.00+111809.2,0.93,0.557
SDSS J115155.47+671337.2,0.124,
SDSS J115200.07-005028.0,0.857,2.46
SDSS J115200.43+094000.4,0.292,0.0662
SDSS J115203.36+160743.8,0.5920000000000001,
SDSS J115203.90+513234.6,0.472,0.9105
SDSS J115204.35+005126.1,0.14636,
SDSS J115204.50-014323.5,0.1743299999999999,
SDSS J115207.15+510126.2,,0.0
SDSS J115213.39+295335.4,0.14498,
SDSS J115216.11+402429.8,0.181,
SDSS J115216.65+060438.3,0.42,0.0001
SDSS J115217.11+025025.3,0.601,
SDSS J115218.69-024915.9,0.6,0.0023
SDSS J115219.99+024814.4,,
SDSS J115224.51+160546.7,,2.4
SDSS J115227.66+351228.9,0.8,0.3205
SDSS J115232.86+035410.5,0.53,0.0024
SDSS J115233.94+285128.3,0.942,
SDSS J115234.48+312537.9,,
SDSS J115235.49-013220.7,0.15357,
SDSS J115235.53+105001.6,0.843,
SDSS J115237.82+331221.3,0.47,0.0036
SDSS J115238.68+361042.6,0.581,1.388
SDSS J115240.37+411635.0,,
SDSS J115240.41+053343.7,0.91,1.6596
SDSS J115242.14+580146.0,0.604,0.5593
SDSS J115243.92+283419.8,0.5835,1.68
SDSS J115244.11+501844.7,0.8687900552694725,1.462
SDSS J115245.04+462942.1,,
SDSS J115247.28+001201.7,0.15187,
SDSS J115247.66+635912.0,0.603,0.1622
SDSS J115249.53+463301.9,0.51,
SDSS J115250.88+211624.8,0.659,0.9103
SDSS J115252.54+480752.8,,
SDSS J115257.87+261901.0,0.373,
SDSS J115300.74+474141.0,0.1669999999999999,
SDSS J115300.86+042417.4,0.34,0.0001
SDSS J115302.23+524907.5,0.599,1.978
SDSS J115305.88+242226.7,0.174,
SDSS J115309.67+071917.9,,
SDSS J115310.52+002714.4,0.15062,
SDSS J115311.81-002051.3,0.15486,
SDSS J115312.63+152819.7,0.311,0.2937
SDSS J115313.90+272520.2,0.558,0.1376
SDSS J115314.01+502808.2,0.82,1.273
SDSS J115315.78+635035.9,0.84,0.5475
SDSS J115316.91+563500.6,,
SDSS J115317.34+191152.7,0.55,0.003
SDSS J115321.03+645557.8,0.43,0.0001
SDSS J115322.72+121445.0,0.911,3.031
SDSS J115323.27+371318.2,0.552,0.4586
SDSS J115326.62+223752.2,0.625,0.4016
SDSS J115327.36+241331.1,0.012,
SDSS J115331.29+560706.7,0.209,0.8106
SDSS J115336.72+450655.2,,
SDSS J115337.22+393142.3,,
SDSS J115337.40+484603.1,0.516,0.8107
SDSS J115337.62+425712.4,,
SDSS J115337.69+271530.6,0.581,0.2512
SDSS J115338.12+362721.6,0.55,0.0033
SDSS J115338.18+312448.7,0.553,0.7326
SDSS J115340.81+253621.3,0.626,0.04433
SDSS J115342.48+415833.3,0.316,0.09726
SDSS J115343.38-031233.9,0.555,1.26
SDSS J115345.19+660057.2,0.416,
SDSS J115345.97+133106.6,0.408,0.3621
SDSS J115348.90+465020.6,,
SDSS J115353.07+541856.4,0.772,2.44
SDSS J115354.35+451004.2,0.964,2.805
SDSS J115355.85-005035.6,0.8079999999999999,
SDSS J115357.30+190606.9,0.392,0.395
SDSS J115400.60+220239.3,0.719,1.93
SDSS J115410.17+071235.1,0.549,
SDSS J115411.38+490219.2,,
SDSS J115411.77+543251.4,0.65,0.0035
SDSS J115413.23+625639.4,0.617,0.09314
SDSS J115414.00+404556.9,0.41,0.01314
SDSS J115414.40+562357.1,0.957,3.273
SDSS J115416.86+045104.1,0.747,0.151
SDSS J115418.04+314716.2,0.541,0.4986
SDSS J115421.54+374918.3,0.617,1.18
SDSS J115422.48+313316.3,0.979,3.397
SDSS J115424.90+033504.1,0.15338,
SDSS J115426.67+251755.5,0.584,0.03457
SDSS J115427.74+660156.2,0.649,0.6942
SDSS J115431.53+154248.1,0.759,
SDSS J115434.06+594703.8,0.177,
SDSS J115436.45+601159.1,0.537,0.6296
SDSS J115437.89+341434.5,0.507,
SDSS J115437.98+075014.5,0.15474,
SDSS J115440.45-001858.3,,
SDSS J115441.25+112923.5,0.047,
SDSS J115441.83+533036.6,0.587,1.144
SDSS J115446.02+612926.0,0.594,1.14
SDSS J115446.22+010704.0,0.664,
SDSS J115446.93+265740.0,0.539,0.02937
SDSS J115447.92-024636.9,0.15041,
SDSS J115448.32+331738.1,0.239,
SDSS J115448.46+514454.6,0.746,1.639
SDSS J115450.18+192945.3,0.435,0.03932
SDSS J115459.10+601619.9,,
SDSS J115500.83+305128.8,0.172,
SDSS J115501.30+484750.6,0.8,3.42
SDSS J115506.22+264924.2,0.63,0.285
SDSS J115507.20+294559.1,0.574,
SDSS J115507.50+092843.2,,
SDSS J115510.14+510359.4,0.543,0.1471
SDSS J115510.74+421831.0,0.53,1.269
SDSS J115512.31+511715.7,0.475,1.075
SDSS J115513.02+510222.6,0.894,4.216
SDSS J115514.72+394420.8,0.759,0.03073
SDSS J115515.80+604027.2,0.564,1.015
SDSS J115516.38+083901.4,0.128,
SDSS J115516.59+470534.8,0.578,0.1986
SDSS J115519.67+263113.4,1.118,3.848
SDSS J115520.95+224754.5,,
SDSS J115522.54+342524.5,0.803,0.07461
SDSS J115523.62+403948.7,0.805,0.8569
SDSS J115526.42+062601.6,0.513,0.7429
SDSS J115529.21+631934.5,0.15091,
SDSS J115530.93+321734.7,0.336,0.1207
SDSS J115532.41+152256.2,0.15168,
SDSS J115538.57+254135.2,0.59,0.0052
SDSS J115540.80+565450.3,,
SDSS J115542.49+070850.6,0.611,0.9349
SDSS J115543.22+150749.0,0.677,0.1388
SDSS J115544.79+040229.8,1.024,
SDSS J115549.08+365924.8,0.27,0.297
SDSS J115549.61+570926.3,0.212,
SDSS J115553.69+242737.0,0.638,0.1145
SDSS J115553.94+105255.2,0.52,0.0059
SDSS J115554.94+083549.5,0.784,1.36
SDSS J115555.71+292912.1,0.875,3.264
SDSS J115556.39+280421.2,,
SDSS J115558.48+210737.1,0.15079,
SDSS J115558.71+414107.3,0.613,
SDSS J115601.31+293115.4,,
SDSS J115602.84+491331.1,,
SDSS J115603.26+050550.8,0.236,
SDSS J115604.80-011717.5,0.14492,
SDSS J115605.24+181558.9,0.545,0.03185
SDSS J115606.96+061431.9,1.088,0.9363
SDSS J115619.92-011326.7,0.15155,
SDSS J115621.71-025927.9,0.81,
SDSS J115621.87+311134.7,1.076,1.101
SDSS J115623.55+365019.7,0.495,
SDSS J115627.36+274056.8,0.898,1.054
SDSS J115630.05+050358.8,0.619,1.12
SDSS J115630.73+160207.4,0.508,
SDSS J115631.19+463149.9,,
SDSS J115632.08+113848.8,0.573,0.07819
SDSS J115634.42+461243.2,0.841,2.693
SDSS J115637.72+565837.5,0.522,1.203
SDSS J115638.09+250344.3,0.179,
SDSS J115639.27+675050.1,,
SDSS J115639.29+661007.0,0.17377,
SDSS J115646.45+402355.8,0.573,0.2482
SDSS J115647.74+461943.6,0.728,2.041
SDSS J115648.68-030409.9,0.15386,
SDSS J115650.39+353127.4,0.8995823880177538,0.3877
SDSS J115652.03+623131.7,,
SDSS J115652.45+302448.3,0.634,
SDSS J115652.48+391004.2,0.639,0.4617
SDSS J115654.90+202211.8,,
SDSS J115655.23+162147.5,0.669,0.3893
SDSS J115701.02+311138.3,0.698,1.772
SDSS J115701.56+454348.5,0.261,0.1198
SDSS J115701.89+510651.1,,
SDSS J115702.02+645304.7,0.756,1.939
SDSS J115702.25+230830.2,0.611,2.1
SDSS J115703.70+273821.8,0.309,
SDSS J115704.34+292432.2,,
SDSS J115706.48+223030.5,0.574,
SDSS J115707.48+423800.3,0.205,
SDSS J115712.38+125239.9,0.576,0.1296
SDSS J115714.97+254616.6,0.565,0.179
SDSS J115715.83+413827.4,0.483,
SDSS J115716.39+204745.6,0.58,
SDSS J115718.26+500517.9,0.855,2.094
SDSS J115718.84+085024.6,0.99,
SDSS J115719.37+292156.0,0.72,1.493
SDSS J115723.43-013808.6,0.14499,
SDSS J115725.44+575548.0,0.48981,
SDSS J115725.53+312552.4,0.752,2.475
SDSS J115730.07+141032.8,0.305,
SDSS J115731.48+575335.8,,
SDSS J115731.67+190607.8,0.6829999999999999,
SDSS J115734.45+054645.4,0.186,0.152
SDSS J115738.85+534530.5,0.828,3.308
SDSS J115740.81+401018.1,0.532,0.2039
SDSS J115743.05-015320.2,0.17683,
SDSS J115743.16+305341.9,1.177,
SDSS J115743.34+414922.6,0.54,0.1486
SDSS J115744.87+153614.1,0.556,
SDSS J115748.35+613845.9,,0.0
SDSS J115748.61+242917.3,1.027,0.1609
SDSS J115749.37+313930.9,0.64,1.56
SDSS J115749.65+563607.2,0.337,0.5586
SDSS J115750.65+350913.8,0.486,
SDSS J115751.78+323526.8,0.75,
SDSS J115754.57+494941.9,,
SDSS J115756.15+571956.7,0.267,
SDSS J115759.43+010020.5,0.428,
SDSS J115800.97+464337.4,0.649,1.451
SDSS J115802.27-002946.5,0.249,
SDSS J115803.39+275824.7,0.15119,
SDSS J115804.64+595902.2,0.578,0.1412
SDSS J115804.70+425217.6,0.667,
SDSS J115805.04+540456.0,0.624,0.48
SDSS J115806.40+432319.2,0.373,0.5375
SDSS J115808.54+551031.3,0.15233,
SDSS J115808.54-030342.5,0.375,0.2356
SDSS J115809.38+184557.3,0.6,2.19
SDSS J115809.88+594210.3,0.587,2.29
SDSS J115811.40+452612.9,0.57,1.467
SDSS J115811.89+210539.5,,
SDSS J115814.51+000458.2,0.478,6.69
SDSS J115817.44+331719.3,,
SDSS J115817.51+264800.4,0.563,1.583
SDSS J115818.65+470615.4,0.512,0.5434
SDSS J115818.76+045447.5,0.566,5.14
SDSS J115819.79+595053.6,0.598,
SDSS J115822.32+471214.9,0.7843,1.99
SDSS J115827.06+174220.4,0.847,0.9498
SDSS J115828.77-010647.5,0.15287,
SDSS J115829.33+435212.4,0.353,0.01877
SDSS J115830.41+182621.0,0.15118,
SDSS J115835.30+422509.8,0.576,1.394
SDSS J115841.80+384428.7,,
SDSS J115843.65+171930.6,0.648,0.02152
SDSS J115844.35+544837.5,,2.8
SDSS J115844.99+154003.4,0.637,0.6692
SDSS J115852.14+225616.1,0.466,
SDSS J115853.99+380917.6,0.54,0.0055
SDSS J115855.18+305515.8,,
SDSS J115856.03+272524.4,0.15149,
SDSS J115856.50+080211.9,1.36,0.8159
SDSS J115900.05-024024.2,0.1504599999999999,
SDSS J115900.25+110005.0,0.463,1.33
SDSS J115900.67-015922.2,0.15482,
SDSS J115900.77+401825.3,0.39,
SDSS J115904.59+255747.9,0.953,0.4335
SDSS J115904.91+112716.2,0.55,
SDSS J115904.96+084332.8,1.291,2.537
SDSS J115906.40+075118.3,0.735,0.2146
SDSS J115906.75+020403.2,,
SDSS J115909.35-001019.5,0.396,0.5049
SDSS J115915.59+270332.4,0.169,
SDSS J115917.39+613914.3,1.196751306714262,0.5238
SDSS J115917.87-033521.5,0.62,0.8145
SDSS J115919.71+010359.3,,
SDSS J115926.17+573833.4,,
SDSS J115926.29+081822.8,0.708,
SDSS J115926.97+290105.7,0.902,1.45
SDSS J115927.77+192137.4,0.517,0.7652
SDSS J115928.46+453020.7,,
SDSS J115930.07+084401.4,0.075,
SDSS J115931.50+464044.3,0.739,0.5048
SDSS J115932.51+385658.7,0.274,0.03976
SDSS J115934.03+441415.9,0.748,0.5423
SDSS J115934.82+205903.1,,0.0
SDSS J115936.09+052019.9,0.293,0.1257
SDSS J115937.18+652701.8,0.166,
SDSS J115937.53+391646.3,0.404,0.3148
SDSS J115937.81+134413.9,0.76,1.14
SDSS J115939.98+450730.8,0.239,0.1479
SDSS J115942.45+095356.4,,
SDSS J115942.46+420134.5,0.317,0.01737
SDSS J115944.37+563606.9,0.72,0.9695
SDSS J115947.47+231440.5,0.398,0.1246
SDSS J115948.40+213748.7,0.571,0.2807
SDSS J115949.34+411533.9,,
SDSS J115953.04+084741.1,0.03,
SDSS J115958.17+465526.1,0.846,1.564
SDSS J115958.93+404541.7,0.5753,1.17
SDSS J120001.57+370443.5,,
SDSS J120009.01+064329.0,,
SDSS J120013.28+445154.3,0.634,0.324
SDSS J120013.50+082003.9,,
SDSS J120014.98+491935.5,0.405,0.2509
SDSS J120015.84+400142.3,0.1794,
SDSS J120016.62-001845.0,0.466,0.2124
SDSS J120021.84+393640.4,0.498,0.286
SDSS J120023.69+251242.8,0.602,0.3007
SDSS J120026.15+483350.1,0.623,1.01
SDSS J120027.72+225212.9,,
SDSS J120030.25+093846.3,,
SDSS J120035.23+003211.4,0.845,3.022
SDSS J120035.45+313416.7,,
SDSS J120038.44+292826.7,0.482,0.6454
SDSS J120039.31+042752.7,0.2,0.6662
SDSS J120040.16+530716.6,0.804,1.463
SDSS J120040.75+284011.8,,
SDSS J120041.03+641821.0,0.519,0.1342
SDSS J120041.29+043623.7,0.554,0.03027
SDSS J120043.53+201001.5,0.538,1.939
SDSS J120045.98+050150.9,0.661,0.3102
SDSS J120047.11+532743.8,0.738,0.05224
SDSS J120048.15+390329.2,0.57,0.0045
SDSS J120049.38+423726.1,0.639,3.25
SDSS J120054.34+234026.6,,
SDSS J120055.13+622005.0,0.667,1.621
SDSS J120055.30+623555.2,0.523,0.04587
SDSS J120055.75+580322.2,0.424,0.05339
SDSS J120058.01+244514.2,0.759,
SDSS J120058.22+495309.2,,
SDSS J120104.42+060811.6,0.162,
SDSS J120104.55+165704.5,0.566,
SDSS J120105.78+122330.9,,
SDSS J120116.73+292150.6,0.485,0.1128
SDSS J120117.08+251655.4,,
SDSS J120117.31+150439.2,1.247,0.5727
SDSS J120119.65+462420.8,0.285,0.6698
SDSS J120125.40+084800.4,0.789,2.55
SDSS J120128.77+340632.7,0.53,0.0026
SDSS J120129.88+453244.6,0.1451599999999999,
SDSS J120137.07+202001.3,0.561,1.27
SDSS J120138.55+105156.9,0.483,
SDSS J120140.81+261631.9,0.597,
SDSS J120142.53+134652.9,0.788,
SDSS J120144.91+505315.0,0.984,2.197
SDSS J120145.68+233048.0,0.524,0.02692
SDSS J120147.09+155532.5,,
SDSS J120150.40+420254.2,0.585,1.2
SDSS J120151.47-020737.4,,
SDSS J120154.70+340055.9,0.691,3.74
SDSS J120154.85+272338.3,0.209,0.4416
SDSS J120156.39+493707.4,,
SDSS J120159.63+452417.5,0.603,0.9359
SDSS J120202.99+240525.3,0.5479999999999999,
SDSS J120203.13+285647.0,0.69,0.0916
SDSS J120204.16+191058.8,0.587,0.3963
SDSS J120204.36+645437.6,0.17163,
SDSS J120205.98+221038.8,,
SDSS J120206.48+243922.9,0.456,0.06585
SDSS J120207.08+534127.0,0.16342,
SDSS J120212.81+504347.7,0.73,2.193
SDSS J120216.20+215319.8,0.857,
SDSS J120218.75+493207.5,0.255,0.2668
SDSS J120222.10+411810.8,0.97,
SDSS J120222.68+073414.8,0.8540000000000001,
SDSS J120222.87+160819.8,0.58,0.4354
SDSS J120224.38+403455.7,0.407,0.382
SDSS J120226.20+300035.0,0.516,0.02534
SDSS J120226.57+410247.2,0.389,0.06802
SDSS J120229.43+203652.1,0.463,0.143
SDSS J120229.58+613656.3,0.835,3.061
SDSS J120231.15+190343.2,0.3929999999999999,
SDSS J120231.68+104243.6,0.631,0.2035
SDSS J120232.72+582912.8,0.566,0.1401
SDSS J120232.87+313916.9,0.421,
SDSS J120232.90+133240.7,1.151,
SDSS J120233.23+024247.2,,
SDSS J120233.42+170416.3,1.117,1.245
SDSS J120234.84+534456.1,0.903,2.5
SDSS J120237.20+391847.4,0.702,1.552
SDSS J120238.18+602003.6,0.7,0.0066
SDSS J120239.74+181541.8,0.546,0.3778
SDSS J120241.60+551211.9,0.557,0.1344
SDSS J120242.85+223553.8,0.663,1.876
SDSS J120246.08+633536.9,0.538,
SDSS J120247.83+314030.6,0.519,0.3173
SDSS J120248.09-005422.9,0.902,1.673
SDSS J120250.90-012116.8,,
SDSS J120251.16+321952.7,,
SDSS J120251.40+630426.2,0.463,0.08128
SDSS J120254.61+092208.7,0.1713,
SDSS J120302.63+313342.2,0.239,0.1815
SDSS J120302.77+185122.9,0.85,2.545
SDSS J120304.99+445359.2,,
SDSS J120305.05+001014.2,0.15245,
SDSS J120305.18+332209.9,0.564,0.3767
SDSS J120305.43+185851.2,0.987,0.2328
SDSS J120310.79+203519.1,0.17096,
SDSS J120310.94+494850.8,0.645,
SDSS J120311.26+045419.6,,
SDSS J120311.47+494832.2,,
SDSS J120312.04+634129.3,0.585,0.4206
SDSS J120313.57+252745.1,0.321,0.01726
SDSS J120315.22+650524.3,0.458,0.0834
SDSS J120317.55+201408.3,0.494,
SDSS J120318.90+451822.0,0.361,0.9425
SDSS J120318.95+343806.6,0.239,
SDSS J120319.78+243955.7,0.969,0.329
SDSS J120320.04+240458.6,0.0409999999999999,
SDSS J120320.32+534846.6,0.14628,
SDSS J120321.29+390016.6,,
SDSS J120323.01+205853.9,,
SDSS J120323.87+085024.2,0.461,
SDSS J120324.42+232350.7,,0.0
SDSS J120324.47+194835.3,0.15044,
SDSS J120325.12+563659.6,0.425,0.04973
SDSS J120326.91+532923.5,0.51,0.7076
SDSS J120327.47+134119.9,0.684,0.07489
SDSS J120329.36+271548.1,0.49,0.0008
SDSS J120330.37+053826.1,0.554,0.03418
SDSS J120332.33+474206.7,0.309,0.1012
SDSS J120332.77+591011.6,0.953,1.32
SDSS J120333.83+382139.7,0.524,
SDSS J120337.69+212047.3,1.019,
SDSS J120339.65+134143.4,0.735,1.781
SDSS J120343.15+400821.2,0.424,
SDSS J120347.15+373236.3,0.307,0.7255
SDSS J120348.34+124116.4,,
SDSS J120349.82-005145.9,0.511,
SDSS J120350.03+102241.9,0.721,
SDSS J120351.03+631528.6,0.47,0.006
SDSS J120351.05+630014.5,0.835,0.03502
SDSS J120352.02+502427.4,0.846,3.401
SDSS J120352.23+235343.3,,
SDSS J120354.67+185803.1,0.717,0.2002
SDSS J120354.98+011424.3,0.593,
SDSS J120355.33+164214.2,0.545,0.0474
SDSS J120355.39+433814.2,1.121,1.229
SDSS J120359.77+105938.4,,
SDSS J120403.21+463742.4,0.897,3.41
SDSS J120403.44+151009.1,0.264,0.04585
SDSS J120406.34+670435.1,0.17109,
SDSS J120406.98+144914.5,0.736,0.4556
SDSS J120409.51+411554.4,0.436,
SDSS J120409.76+275222.4,1.063,0.3035
SDSS J120411.51+410517.6,0.539,0.6051
SDSS J120412.36+223237.2,0.533,
SDSS J120412.97+465509.4,,
SDSS J120415.01+173535.0,,
SDSS J120418.02+105351.2,0.14489,
SDSS J120418.47+322137.4,0.355,
SDSS J120423.80+230913.3,0.778,1.24
SDSS J120424.11+554753.1,0.221,0.5475
SDSS J120424.27+513915.6,0.14612,
SDSS J120426.40+425929.3,0.32,0.8441
SDSS J120427.00+231026.0,0.595,
SDSS J120427.43+073337.5,0.15919,
SDSS J120435.35+103044.8,,0.0
SDSS J120436.40+500730.9,1.0941,2.94
SDSS J120437.72+164408.3,,
SDSS J120437.80+170952.0,0.339,0.2904
SDSS J120439.56+633430.8,0.196,
SDSS J120439.80+210853.4,0.814,0.06341
SDSS J120440.03+075916.4,0.636,
SDSS J120445.28+502123.3,0.999,0.3035
SDSS J120448.19+472555.0,,
SDSS J120451.28+111416.5,0.497,
SDSS J120451.88+344142.6,0.608,
SDSS J120453.39+415357.4,0.15032,
SDSS J120455.22+091945.0,0.275,0.149
SDSS J120456.48+224402.4,0.427,0.1674
SDSS J120459.71+193247.3,0.18,
SDSS J120501.51+234745.0,0.181,
SDSS J120503.99+070031.0,0.504,0.8484
SDSS J120504.19+160746.8,0.764,0.93
SDSS J120508.01+482917.8,0.102,
SDSS J120508.16+640229.8,1.024,3.843
SDSS J120510.70+414442.1,0.19,
SDSS J120513.14+145713.5,0.894,0.5718
SDSS J120521.47+224702.1,,
SDSS J120522.19+161242.4,0.66,
SDSS J120524.65+473327.7,,
SDSS J120524.66+063009.9,0.737,
SDSS J120526.77+575805.9,1.053,3.532
SDSS J120527.16+682339.1,0.691,1.356
SDSS J120528.48-001918.5,1.078,
SDSS J120531.18+202158.7,0.0409999999999999,
SDSS J120532.74+122349.4,0.68,2.256
SDSS J120533.31+465345.1,0.567,0.177
SDSS J120537.16+525713.4,,
SDSS J120537.70+525736.6,,
SDSS J120538.54+272928.6,0.722,
SDSS J120538.70+554142.5,,
SDSS J120540.44-012649.7,0.508,0.208
SDSS J120541.71+303214.2,0.176,
SDSS J120542.66+392736.2,0.666,0.4029
SDSS J120543.74+431226.6,0.3698,0.971
SDSS J120545.60+085411.7,0.14628,
SDSS J120547.48+340811.5,0.7137919549302361,0.1934
SDSS J120547.96+071259.6,0.48,0.0007
SDSS J120548.10+510349.0,0.753,0.4816
SDSS J120548.97+353642.4,0.684,3.86
SDSS J120549.82+233642.9,0.504,
SDSS J120551.38+200602.0,0.622,0.3124
SDSS J120555.16+341813.4,0.659,0.5305
SDSS J120557.02+221740.9,0.721,
SDSS J120557.09+214333.6,0.629,
SDSS J120557.86+442807.7,0.15341,
SDSS J120558.25-004217.0,0.547,1.77
SDSS J120558.54-002739.9,0.246,0.4604
SDSS J120600.21+022340.3,0.586,0.02646
SDSS J120600.93+083614.6,0.15033,
SDSS J120601.40+200801.5,0.15083,
SDSS J120603.74+265026.6,,0.0
SDSS J120604.13-003039.5,0.65,0.8511
SDSS J120605.86+203027.1,0.1504,
SDSS J120605.92+034718.1,,6.9
SDSS J120608.83+643315.3,0.685,1.597
SDSS J120609.05+133147.5,0.453,
SDSS J120609.80+081323.7,1.103175618095387,1.174
SDSS J120611.63+483455.4,,
SDSS J120612.04+195855.9,0.628,0.378
SDSS J120612.12+541305.5,0.14607,
SDSS J120613.39+205523.1,0.2,
SDSS J120614.23-001047.7,0.592,0.2009
SDSS J120616.03+135736.7,0.957,4.676
SDSS J120617.82+600542.4,0.466,
SDSS J120619.65+255622.4,1.0659999999999998,
SDSS J120623.15+623022.7,0.146,
SDSS J120623.20+674700.0,0.529,0.2776
SDSS J120623.22+311821.7,0.081,
SDSS J120624.45+330933.1,0.352,0.8999
SDSS J120626.54+663352.4,,
SDSS J120630.63+145435.6,0.8179,3.55
SDSS J120632.34+115831.1,0.809,0.1741
SDSS J120637.20+504840.9,,
SDSS J120640.94+165329.7,0.87,0.1639
SDSS J120641.09+460514.3,0.272,0.7399
SDSS J120646.49+131020.1,,0.0
SDSS J120647.26+224238.4,0.473,1.179
SDSS J120648.32-003202.0,0.341,0.2588
SDSS J120648.77+133705.2,0.14492,
SDSS J120649.13+535002.4,0.391,0.07702
SDSS J120649.27+210148.5,0.55,0.005
SDSS J120651.82+424929.3,0.521,
SDSS J120652.02+500102.8,0.736,1.017
SDSS J120653.55+083550.9,,
SDSS J120654.87+134329.2,0.387,0.2426
SDSS J120654.96+543706.6,0.742,1.784
SDSS J120658.14-003336.8,0.536,0.04987
